Date,Away Team,Home Team,Player,Player Team,Extra Points Made,Extra Points Missed,Field Goals Made,Field Goals Missed
2024-09-05,Baltimore Ravens,Kansas City Chiefs,Justin Tucker,Baltimore Ravens,2,0,2,1
2024-09-05,Baltimore Ravens,Kansas City Chiefs,Jordan Stout,Baltimore Ravens,0,0,0,0
2024-09-05,Baltimore Ravens,Kansas City Chiefs,Harrison Butker,Kansas City Chiefs,3,0,2,0
2024-09-05,Baltimore Ravens,Kansas City Chiefs,Matt Araiza,Kansas City Chiefs,0,0,0,0
2024-09-06,Green Bay Packers,Philadelphia Eagles,Brayden Narveson,Green Bay Packers,2,0,3,1
2024-09-06,Green Bay Packers,Philadelphia Eagles,Daniel Whelan,Green Bay Packers,0,0,0,0
2024-09-06,Green Bay Packers,Philadelphia Eagles,Jake Elliott,Philadelphia Eagles,4,0,2,0
2024-09-06,Green Bay Packers,Philadelphia Eagles,Braden Mann,Philadelphia Eagles,0,0,0,0
2024-09-08,Arizona Cardinals,Buffalo Bills,Matt Prater,Arizona Cardinals,2,0,2,0
2024-09-08,Arizona Cardinals,Buffalo Bills,Blake Gillikin,Arizona Cardinals,0,0,0,0
2024-09-08,Arizona Cardinals,Buffalo Bills,Tyler Bass,Buffalo Bills,4,0,2,0
2024-09-08,Arizona Cardinals,Buffalo Bills,Sam Martin,Buffalo Bills,0,0,0,0
2024-09-08,Carolina Panthers,New Orleans Saints,Eddy Piñeiro,Carolina Panthers,1,0,1,0
2024-09-08,Carolina Panthers,New Orleans Saints,Johnny Hekker,Carolina Panthers,0,0,0,0
2024-09-08,Carolina Panthers,New Orleans Saints,Blake Grupe,New Orleans Saints,5,0,4,0
2024-09-08,Carolina Panthers,New Orleans Saints,Matthew Hayball,New Orleans Saints,0,0,0,0
2024-09-08,Dallas Cowboys,Cleveland Browns,Brandon Aubrey,Dallas Cowboys,3,0,4,0
2024-09-08,Dallas Cowboys,Cleveland Browns,Bryan Anger,Dallas Cowboys,0,0,0,0
2024-09-08,Dallas Cowboys,Cleveland Browns,Dustin Hopkins,Cleveland Browns,2,0,1,0
2024-09-08,Dallas Cowboys,Cleveland Browns,Corey Bojorquez,Cleveland Browns,0,0,0,0
2024-09-08,Denver Broncos,Seattle Seahawks,Wil Lutz,Denver Broncos,1,0,3,0
2024-09-08,Denver Broncos,Seattle Seahawks,Riley Dixon,Denver Broncos,0,0,0,0
2024-09-08,Denver Broncos,Seattle Seahawks,Jason Myers,Seattle Seahawks,2,0,2,0
2024-09-08,Denver Broncos,Seattle Seahawks,Michael Dickson,Seattle Seahawks,0,0,0,0
2024-09-08,Houston Texans,Indianapolis Colts,Ka'imi Fairbairn,Houston Texans,2,0,3,0
2024-09-08,Houston Texans,Indianapolis Colts,Tommy Townsend,Houston Texans,0,0,0,0
2024-09-08,Houston Texans,Indianapolis Colts,Spencer Shrader,Indianapolis Colts,3,0,0,0
2024-09-08,Houston Texans,Indianapolis Colts,Rigoberto Sanchez,Indianapolis Colts,0,0,0,0
2024-09-08,Jacksonville Jaguars,Miami Dolphins,Cam Little,Jacksonville Jaguars,2,0,1,0
2024-09-08,Jacksonville Jaguars,Miami Dolphins,Logan Cooke,Jacksonville Jaguars,0,0,0,0
2024-09-08,Jacksonville Jaguars,Miami Dolphins,Jason Sanders,Miami Dolphins,2,0,2,1
2024-09-08,Jacksonville Jaguars,Miami Dolphins,Jake Bailey,Miami Dolphins,0,0,0,0
2024-09-08,Las Vegas Raiders,Los Angeles Chargers,Daniel Carlson,Las Vegas Raiders,1,0,1,1
2024-09-08,Las Vegas Raiders,Los Angeles Chargers,AJ Cole III,Las Vegas Raiders,0,0,0,0
2024-09-08,Las Vegas Raiders,Los Angeles Chargers,Cameron Dicker,Los Angeles Chargers,1,0,3,0
2024-09-08,Las Vegas Raiders,Los Angeles Chargers,JK Scott,Los Angeles Chargers,0,0,0,0
2024-09-08,Los Angeles Rams,Detroit Lions,Joshua Karty,Los Angeles Rams,2,0,2,0
2024-09-08,Los Angeles Rams,Detroit Lions,Ethan Evans,Los Angeles Rams,0,0,0,0
2024-09-08,Los Angeles Rams,Detroit Lions,Jake Bates,Detroit Lions,2,0,2,0
2024-09-08,Los Angeles Rams,Detroit Lions,Jack Fox,Detroit Lions,0,0,0,0
2024-09-08,Minnesota Vikings,New York Giants,Will Reichard,Minnesota Vikings,4,0,0,0
2024-09-08,Minnesota Vikings,New York Giants,Ryan Wright,Minnesota Vikings,0,0,0,0
2024-09-08,Minnesota Vikings,New York Giants,Jamie Gillan,New York Giants,0,0,0,0
2024-09-08,Minnesota Vikings,New York Giants,Graham Gano,New York Giants,0,0,2,0
2024-09-08,New England Patriots,Cincinnati Bengals,Joey Slye,New England Patriots,1,0,3,0
2024-09-08,New England Patriots,Cincinnati Bengals,Bryce Baringer,New England Patriots,0,0,0,0
2024-09-08,New England Patriots,Cincinnati Bengals,Evan McPherson,Cincinnati Bengals,1,0,1,0
2024-09-08,New England Patriots,Cincinnati Bengals,Ryan Rehkow,Cincinnati Bengals,0,0,0,0
2024-09-08,Pittsburgh Steelers,Atlanta Falcons,Cameron Johnston,Pittsburgh Steelers,0,0,0,0
2024-09-08,Pittsburgh Steelers,Atlanta Falcons,Chris Boswell,Pittsburgh Steelers,0,0,6,0
2024-09-08,Pittsburgh Steelers,Atlanta Falcons,Younghoe Koo,Atlanta Falcons,1,0,1,0
2024-09-08,Pittsburgh Steelers,Atlanta Falcons,Bradley Pinion,Atlanta Falcons,0,0,0,0
2024-09-08,Tennessee Titans,Chicago Bears,Nick Folk,Tennessee Titans,2,0,1,0
2024-09-08,Tennessee Titans,Chicago Bears,Ryan Stonehouse,Tennessee Titans,0,0,0,0
2024-09-08,Tennessee Titans,Chicago Bears,Cairo Santos,Chicago Bears,1,0,3,0
2024-09-08,Tennessee Titans,Chicago Bears,Tory Taylor,Chicago Bears,0,0,0,0
2024-09-08,Washington Commanders,Tampa Bay Buccaneers,Cade York,Washington Commanders,2,0,0,2
2024-09-08,Washington Commanders,Tampa Bay Buccaneers,Tress Way,Washington Commanders,0,0,0,0
2024-09-08,Washington Commanders,Tampa Bay Buccaneers,Chase McLaughlin,Tampa Bay Buccaneers,4,0,3,0
2024-09-08,Washington Commanders,Tampa Bay Buccaneers,Jake Camarda,Tampa Bay Buccaneers,0,0,0,0
2024-09-09,New York Jets,San Francisco 49ers,Greg Zuerlein,New York Jets,1,0,0,0
2024-09-09,New York Jets,San Francisco 49ers,Thomas Morstead,New York Jets,0,0,0,0
2024-09-09,New York Jets,San Francisco 49ers,Jake Moody,San Francisco 49ers,2,0,6,0
2024-09-09,New York Jets,San Francisco 49ers,Mitch Wishnowsky,San Francisco 49ers,0,0,0,0
2024-09-12,Buffalo Bills,Miami Dolphins,Tyler Bass,Buffalo Bills,4,0,1,1
2024-09-12,Buffalo Bills,Miami Dolphins,Sam Martin,Buffalo Bills,0,0,0,0
2024-09-12,Buffalo Bills,Miami Dolphins,Jason Sanders,Miami Dolphins,1,0,1,0
2024-09-12,Buffalo Bills,Miami Dolphins,Jake Bailey,Miami Dolphins,0,0,0,0
2024-09-15,Chicago Bears,Houston Texans,Cairo Santos,Chicago Bears,1,0,2,0
2024-09-15,Chicago Bears,Houston Texans,Tory Taylor,Chicago Bears,0,0,0,0
2024-09-15,Chicago Bears,Houston Texans,Ka'imi Fairbairn,Houston Texans,1,0,4,0
2024-09-15,Chicago Bears,Houston Texans,Tommy Townsend,Houston Texans,0,0,0,0
2024-09-15,Cincinnati Bengals,Kansas City Chiefs,Evan McPherson,Cincinnati Bengals,1,1,4,0
2024-09-15,Cincinnati Bengals,Kansas City Chiefs,Ryan Rehkow,Cincinnati Bengals,0,0,0,0
2024-09-15,Cincinnati Bengals,Kansas City Chiefs,Harrison Butker,Kansas City Chiefs,2,0,2,0
2024-09-15,Cincinnati Bengals,Kansas City Chiefs,Matt Araiza,Kansas City Chiefs,0,0,0,0
2024-09-15,Cleveland Browns,Jacksonville Jaguars,Dustin Hopkins,Cleveland Browns,1,0,3,0
2024-09-15,Cleveland Browns,Jacksonville Jaguars,Corey Bojorquez,Cleveland Browns,0,0,0,0
2024-09-15,Cleveland Browns,Jacksonville Jaguars,Cam Little,Jacksonville Jaguars,1,0,2,1
2024-09-15,Cleveland Browns,Jacksonville Jaguars,Logan Cooke,Jacksonville Jaguars,0,0,0,0
2024-09-15,Indianapolis Colts,Green Bay Packers,Matt Gay,Indianapolis Colts,1,0,1,1
2024-09-15,Indianapolis Colts,Green Bay Packers,Rigoberto Sanchez,Indianapolis Colts,0,0,0,0
2024-09-15,Indianapolis Colts,Green Bay Packers,Brayden Narveson,Green Bay Packers,1,0,3,1
2024-09-15,Indianapolis Colts,Green Bay Packers,Daniel Whelan,Green Bay Packers,0,0,0,0
2024-09-15,Las Vegas Raiders,Baltimore Ravens,Daniel Carlson,Las Vegas Raiders,2,0,4,0
2024-09-15,Las Vegas Raiders,Baltimore Ravens,AJ Cole III,Las Vegas Raiders,0,0,0,0
2024-09-15,Las Vegas Raiders,Baltimore Ravens,Justin Tucker,Baltimore Ravens,2,0,3,1
2024-09-15,Las Vegas Raiders,Baltimore Ravens,Jordan Stout,Baltimore Ravens,0,0,0,0
2024-09-15,Los Angeles Chargers,Carolina Panthers,Cameron Dicker,Los Angeles Chargers,2,1,2,0
2024-09-15,Los Angeles Chargers,Carolina Panthers,JK Scott,Los Angeles Chargers,0,0,0,0
2024-09-15,Los Angeles Chargers,Carolina Panthers,Johnny Hekker,Carolina Panthers,0,0,0,0
2024-09-15,Los Angeles Chargers,Carolina Panthers,Eddy Piñeiro,Carolina Panthers,0,0,1,0
2024-09-15,Los Angeles Rams,Arizona Cardinals,Joshua Karty,Los Angeles Rams,1,0,1,0
2024-09-15,Los Angeles Rams,Arizona Cardinals,Ethan Evans,Los Angeles Rams,0,0,0,0
2024-09-15,Los Angeles Rams,Arizona Cardinals,Matt Prater,Arizona Cardinals,5,0,2,0
2024-09-15,Los Angeles Rams,Arizona Cardinals,Blake Gillikin,Arizona Cardinals,0,0,0,0
2024-09-15,New Orleans Saints,Dallas Cowboys,Blake Grupe,New Orleans Saints,5,1,1,0
2024-09-15,New Orleans Saints,Dallas Cowboys,Matthew Hayball,New Orleans Saints,0,0,0,0
2024-09-15,New Orleans Saints,Dallas Cowboys,Brandon Aubrey,Dallas Cowboys,1,0,4,0
2024-09-15,New Orleans Saints,Dallas Cowboys,Bryan Anger,Dallas Cowboys,0,0,0,0
2024-09-15,New York Giants,Washington Commanders,Jamie Gillan,New York Giants,0,1,0,0
2024-09-15,New York Giants,Washington Commanders,Austin Seibert,Washington Commanders,0,0,7,0
2024-09-15,New York Jets,Tennessee Titans,Greg Zuerlein,New York Jets,3,0,1,0
2024-09-15,New York Jets,Tennessee Titans,Thomas Morstead,New York Jets,0,0,0,0
2024-09-15,New York Jets,Tennessee Titans,Nick Folk,Tennessee Titans,2,0,1,0
2024-09-15,New York Jets,Tennessee Titans,Ryan Stonehouse,Tennessee Titans,0,0,0,0
2024-09-15,Pittsburgh Steelers,Denver Broncos,Chris Boswell,Pittsburgh Steelers,1,0,2,0
2024-09-15,Pittsburgh Steelers,Denver Broncos,Corliss Waitman,Pittsburgh Steelers,0,0,0,0
2024-09-15,Pittsburgh Steelers,Denver Broncos,Riley Dixon,Denver Broncos,0,0,0,0
2024-09-15,Pittsburgh Steelers,Denver Broncos,Wil Lutz,Denver Broncos,0,0,2,0
2024-09-15,San Francisco 49ers,Minnesota Vikings,Jake Moody,San Francisco 49ers,2,0,1,0
2024-09-15,San Francisco 49ers,Minnesota Vikings,Mitch Wishnowsky,San Francisco 49ers,0,0,0,0
2024-09-15,San Francisco 49ers,Minnesota Vikings,Will Reichard,Minnesota Vikings,2,0,3,0
2024-09-15,San Francisco 49ers,Minnesota Vikings,Ryan Wright,Minnesota Vikings,0,0,0,0
2024-09-15,Seattle Seahawks,New England Patriots,Jason Myers,Seattle Seahawks,2,0,3,0
2024-09-15,Seattle Seahawks,New England Patriots,Michael Dickson,Seattle Seahawks,0,0,0,0
2024-09-15,Seattle Seahawks,New England Patriots,Joey Slye,New England Patriots,2,0,2,1
2024-09-15,Seattle Seahawks,New England Patriots,Bryce Baringer,New England Patriots,0,0,0,0
2024-09-15,Tampa Bay Buccaneers,Detroit Lions,Chase McLaughlin,Tampa Bay Buccaneers,2,0,2,0
2024-09-15,Tampa Bay Buccaneers,Detroit Lions,Jake Camarda,Tampa Bay Buccaneers,0,0,0,0
2024-09-15,Tampa Bay Buccaneers,Detroit Lions,Jake Bates,Detroit Lions,1,0,3,0
2024-09-15,Tampa Bay Buccaneers,Detroit Lions,Jack Fox,Detroit Lions,0,0,0,0
2024-09-16,Atlanta Falcons,Philadelphia Eagles,Younghoe Koo,Atlanta Falcons,1,0,3,0
2024-09-16,Atlanta Falcons,Philadelphia Eagles,Bradley Pinion,Atlanta Falcons,0,0,0,0
2024-09-16,Atlanta Falcons,Philadelphia Eagles,Jake Elliott,Philadelphia Eagles,1,0,2,0
2024-09-16,Atlanta Falcons,Philadelphia Eagles,Braden Mann,Philadelphia Eagles,0,0,0,0
2024-09-19,New England Patriots,New York Jets,Bryce Baringer,New England Patriots,0,0,0,0
2024-09-19,New England Patriots,New York Jets,Joey Slye,New England Patriots,0,0,1,0
2024-09-19,New England Patriots,New York Jets,Greg Zuerlein,New York Jets,3,0,1,1
2024-09-19,New England Patriots,New York Jets,Thomas Morstead,New York Jets,0,0,0,0
2024-09-22,Baltimore Ravens,Dallas Cowboys,Justin Tucker,Baltimore Ravens,4,0,0,1
2024-09-22,Baltimore Ravens,Dallas Cowboys,Jordan Stout,Baltimore Ravens,0,0,0,0
2024-09-22,Baltimore Ravens,Dallas Cowboys,Brandon Aubrey,Dallas Cowboys,1,0,2,0
2024-09-22,Baltimore Ravens,Dallas Cowboys,Bryan Anger,Dallas Cowboys,0,0,0,0
2024-09-22,Carolina Panthers,Las Vegas Raiders,Eddy Piñeiro,Carolina Panthers,3,0,3,0
2024-09-22,Carolina Panthers,Las Vegas Raiders,Johnny Hekker,Carolina Panthers,0,0,0,0
2024-09-22,Carolina Panthers,Las Vegas Raiders,Daniel Carlson,Las Vegas Raiders,2,0,0,1
2024-09-22,Carolina Panthers,Las Vegas Raiders,AJ Cole III,Las Vegas Raiders,0,0,0,0
2024-09-22,Chicago Bears,Indianapolis Colts,Cairo Santos,Chicago Bears,1,0,1,1
2024-09-22,Chicago Bears,Indianapolis Colts,Tory Taylor,Chicago Bears,0,0,0,0
2024-09-22,Chicago Bears,Indianapolis Colts,Matt Gay,Indianapolis Colts,3,0,0,0
2024-09-22,Chicago Bears,Indianapolis Colts,Rigoberto Sanchez,Indianapolis Colts,0,0,0,0
2024-09-22,Denver Broncos,Tampa Bay Buccaneers,Wil Lutz,Denver Broncos,2,0,4,0
2024-09-22,Denver Broncos,Tampa Bay Buccaneers,Riley Dixon,Denver Broncos,0,0,0,0
2024-09-22,Denver Broncos,Tampa Bay Buccaneers,Chase McLaughlin,Tampa Bay Buccaneers,1,0,0,0
2024-09-22,Denver Broncos,Tampa Bay Buccaneers,Jake Camarda,Tampa Bay Buccaneers,0,0,0,0
2024-09-22,Detroit Lions,Arizona Cardinals,Jake Bates,Detroit Lions,2,1,0,0
2024-09-22,Detroit Lions,Arizona Cardinals,Jack Fox,Detroit Lions,0,0,0,0
2024-09-22,Detroit Lions,Arizona Cardinals,Matt Prater,Arizona Cardinals,1,0,2,0
2024-09-22,Detroit Lions,Arizona Cardinals,Blake Gillikin,Arizona Cardinals,0,0,0,0
2024-09-22,Green Bay Packers,Tennessee Titans,Brayden Narveson,Green Bay Packers,3,0,3,0
2024-09-22,Green Bay Packers,Tennessee Titans,Daniel Whelan,Green Bay Packers,0,0,0,0
2024-09-22,Green Bay Packers,Tennessee Titans,Nick Folk,Tennessee Titans,2,0,0,0
2024-09-22,Green Bay Packers,Tennessee Titans,Ryan Stonehouse,Tennessee Titans,0,0,0,0
2024-09-22,Houston Texans,Minnesota Vikings,Ka'imi Fairbairn,Houston Texans,1,0,0,1
2024-09-22,Houston Texans,Minnesota Vikings,Tommy Townsend,Houston Texans,0,0,0,0
2024-09-22,Houston Texans,Minnesota Vikings,Will Reichard,Minnesota Vikings,4,0,2,0
2024-09-22,Houston Texans,Minnesota Vikings,Ryan Wright,Minnesota Vikings,0,0,0,0
2024-09-22,Kansas City Chiefs,Atlanta Falcons,Harrison Butker,Kansas City Chiefs,1,1,3,0
2024-09-22,Kansas City Chiefs,Atlanta Falcons,Matt Araiza,Kansas City Chiefs,0,0,0,0
2024-09-22,Kansas City Chiefs,Atlanta Falcons,Younghoe Koo,Atlanta Falcons,2,0,1,0
2024-09-22,Kansas City Chiefs,Atlanta Falcons,Bradley Pinion,Atlanta Falcons,0,0,0,0
2024-09-22,Los Angeles Chargers,Pittsburgh Steelers,Cameron Dicker,Los Angeles Chargers,1,0,1,0
2024-09-22,Los Angeles Chargers,Pittsburgh Steelers,JK Scott,Los Angeles Chargers,0,0,0,0
2024-09-22,Los Angeles Chargers,Pittsburgh Steelers,Chris Boswell,Pittsburgh Steelers,2,0,2,1
2024-09-22,Los Angeles Chargers,Pittsburgh Steelers,Corliss Waitman,Pittsburgh Steelers,0,0,0,0
2024-09-22,Miami Dolphins,Seattle Seahawks,Jake Bailey,Miami Dolphins,0,0,0,0
2024-09-22,Miami Dolphins,Seattle Seahawks,Jason Sanders,Miami Dolphins,0,0,1,1
2024-09-22,Miami Dolphins,Seattle Seahawks,Jason Myers,Seattle Seahawks,3,0,1,1
2024-09-22,Miami Dolphins,Seattle Seahawks,Michael Dickson,Seattle Seahawks,0,0,0,0
2024-09-22,New York Giants,Cleveland Browns,Greg Joseph,New York Giants,3,0,0,1
2024-09-22,New York Giants,Cleveland Browns,Jamie Gillan,New York Giants,0,0,0,0
2024-09-22,New York Giants,Cleveland Browns,Dustin Hopkins,Cleveland Browns,1,0,0,1
2024-09-22,New York Giants,Cleveland Browns,Corey Bojorquez,Cleveland Browns,0,0,0,0
2024-09-22,Philadelphia Eagles,New Orleans Saints,Jake Elliott,Philadelphia Eagles,1,0,0,1
2024-09-22,Philadelphia Eagles,New Orleans Saints,Braden Mann,Philadelphia Eagles,0,0,0,0
2024-09-22,Philadelphia Eagles,New Orleans Saints,Matthew Hayball,New Orleans Saints,0,0,0,0
2024-09-22,Philadelphia Eagles,New Orleans Saints,Blake Grupe,New Orleans Saints,0,0,2,0
2024-09-22,San Francisco 49ers,Los Angeles Rams,Jake Moody,San Francisco 49ers,3,0,1,1
2024-09-22,San Francisco 49ers,Los Angeles Rams,Mitch Wishnowsky,San Francisco 49ers,0,0,0,0
2024-09-22,San Francisco 49ers,Los Angeles Rams,Joshua Karty,Los Angeles Rams,3,0,2,0
2024-09-22,San Francisco 49ers,Los Angeles Rams,Ethan Evans,Los Angeles Rams,0,0,0,0
2024-09-23,Jacksonville Jaguars,Buffalo Bills,Cam Little,Jacksonville Jaguars,1,0,1,0
2024-09-23,Jacksonville Jaguars,Buffalo Bills,Logan Cooke,Jacksonville Jaguars,0,0,0,0
2024-09-23,Jacksonville Jaguars,Buffalo Bills,Tyler Bass,Buffalo Bills,5,1,2,0
2024-09-23,Jacksonville Jaguars,Buffalo Bills,Sam Martin,Buffalo Bills,0,0,0,0
2024-09-23,Washington Commanders,Cincinnati Bengals,Austin Seibert,Washington Commanders,5,0,1,0
2024-09-23,Washington Commanders,Cincinnati Bengals,Evan McPherson,Cincinnati Bengals,3,0,2,1
2024-09-26,Dallas Cowboys,New York Giants,Brandon Aubrey,Dallas Cowboys,2,0,2,1
2024-09-26,Dallas Cowboys,New York Giants,Bryan Anger,Dallas Cowboys,0,0,0,0
2024-09-26,Dallas Cowboys,New York Giants,Jamie Gillan,New York Giants,0,0,0,0
2024-09-26,Dallas Cowboys,New York Giants,Greg Joseph,New York Giants,0,0,5,0
2024-09-29,Buffalo Bills,Baltimore Ravens,Tyler Bass,Buffalo Bills,1,0,1,1
2024-09-29,Buffalo Bills,Baltimore Ravens,Sam Martin,Buffalo Bills,0,0,0,0
2024-09-29,Buffalo Bills,Baltimore Ravens,Justin Tucker,Baltimore Ravens,5,0,0,0
2024-09-29,Buffalo Bills,Baltimore Ravens,Jordan Stout,Baltimore Ravens,0,0,0,0
2024-09-29,Cincinnati Bengals,Carolina Panthers,Evan McPherson,Cincinnati Bengals,4,0,2,0
2024-09-29,Cincinnati Bengals,Carolina Panthers,Ryan Rehkow,Cincinnati Bengals,0,0,0,0
2024-09-29,Cincinnati Bengals,Carolina Panthers,Eddy Piñeiro,Carolina Panthers,3,0,1,0
2024-09-29,Cincinnati Bengals,Carolina Panthers,Johnny Hekker,Carolina Panthers,0,0,0,0
2024-09-29,Cleveland Browns,Las Vegas Raiders,Dustin Hopkins,Cleveland Browns,1,1,1,0
2024-09-29,Cleveland Browns,Las Vegas Raiders,Corey Bojorquez,Cleveland Browns,0,0,0,0
2024-09-29,Cleveland Browns,Las Vegas Raiders,Daniel Carlson,Las Vegas Raiders,2,0,2,0
2024-09-29,Cleveland Browns,Las Vegas Raiders,AJ Cole III,Las Vegas Raiders,0,0,0,0
2024-09-29,Denver Broncos,New York Jets,Wil Lutz,Denver Broncos,1,0,1,1
2024-09-29,Denver Broncos,New York Jets,Riley Dixon,Denver Broncos,0,0,0,0
2024-09-29,Denver Broncos,New York Jets,Thomas Morstead,New York Jets,0,0,0,0
2024-09-29,Denver Broncos,New York Jets,Greg Zuerlein,New York Jets,0,0,3,1
2024-09-29,Jacksonville Jaguars,Houston Texans,Cam Little,Jacksonville Jaguars,2,0,2,0
2024-09-29,Jacksonville Jaguars,Houston Texans,Logan Cooke,Jacksonville Jaguars,0,0,0,0
2024-09-29,Jacksonville Jaguars,Houston Texans,Ka'imi Fairbairn,Houston Texans,3,0,1,0
2024-09-29,Jacksonville Jaguars,Houston Texans,Tommy Townsend,Houston Texans,0,0,0,0
2024-09-29,Kansas City Chiefs,Los Angeles Chargers,Harrison Butker,Kansas City Chiefs,2,0,1,1
2024-09-29,Kansas City Chiefs,Los Angeles Chargers,Matt Araiza,Kansas City Chiefs,0,0,0,0
2024-09-29,Kansas City Chiefs,Los Angeles Chargers,Cameron Dicker,Los Angeles Chargers,1,0,1,1
2024-09-29,Kansas City Chiefs,Los Angeles Chargers,JK Scott,Los Angeles Chargers,0,0,0,0
2024-09-29,Los Angeles Rams,Chicago Bears,Ethan Evans,Los Angeles Rams,0,0,0,0
2024-09-29,Los Angeles Rams,Chicago Bears,Joshua Karty,Los Angeles Rams,0,0,4,1
2024-09-29,Los Angeles Rams,Chicago Bears,Cairo Santos,Chicago Bears,3,0,1,0
2024-09-29,Los Angeles Rams,Chicago Bears,Tory Taylor,Chicago Bears,0,0,0,0
2024-09-29,Minnesota Vikings,Green Bay Packers,Will Reichard,Minnesota Vikings,4,0,1,0
2024-09-29,Minnesota Vikings,Green Bay Packers,Ryan Wright,Minnesota Vikings,0,0,0,0
2024-09-29,Minnesota Vikings,Green Bay Packers,Brayden Narveson,Green Bay Packers,3,0,0,2
2024-09-29,Minnesota Vikings,Green Bay Packers,Daniel Whelan,Green Bay Packers,0,0,0,0
2024-09-29,New England Patriots,San Francisco 49ers,Joey Slye,New England Patriots,1,0,2,0
2024-09-29,New England Patriots,San Francisco 49ers,Bryce Baringer,New England Patriots,0,0,0,0
2024-09-29,New England Patriots,San Francisco 49ers,Jake Moody,San Francisco 49ers,3,0,3,0
2024-09-29,New England Patriots,San Francisco 49ers,Mitch Wishnowsky,San Francisco 49ers,0,0,0,0
2024-09-29,New Orleans Saints,Atlanta Falcons,Blake Grupe,New Orleans Saints,3,0,1,0
2024-09-29,New Orleans Saints,Atlanta Falcons,Matthew Hayball,New Orleans Saints,0,0,0,0
2024-09-29,New Orleans Saints,Atlanta Falcons,Younghoe Koo,Atlanta Falcons,2,0,4,0
2024-09-29,New Orleans Saints,Atlanta Falcons,Bradley Pinion,Atlanta Falcons,0,0,0,0
2024-09-29,Philadelphia Eagles,Tampa Bay Buccaneers,Jake Elliott,Philadelphia Eagles,2,0,0,0
2024-09-29,Philadelphia Eagles,Tampa Bay Buccaneers,Braden Mann,Philadelphia Eagles,0,0,0,0
2024-09-29,Philadelphia Eagles,Tampa Bay Buccaneers,Chase McLaughlin,Tampa Bay Buccaneers,3,1,2,0
